StockCode,avg_daily_demand,demand_std,safety_stock,reorder_point,recommended_stock_30days,risk_score
22345,33.857142857142854,49.316760408028195,215.29180778654816,452.29180778654813,1015.7142857142857,1669.7246023860973
85230B,39.0,42.42640687119285,185.2120406453101,458.21204064531014,1170.0,1654.6298679765214
21563,27.037037037037038,59.775529776941,260.94945735692147,450.2087166161807,811.1111111111111,1616.1532124876642
22544,32.41935483870968,49.83156576143839,217.5391852354495,444.47466910641725,972.5806451612904,1615.5072125885672
23230,41.25,39.131189606246316,170.8268037370014,459.5768037370014,1237.5,1614.1615712576606
21810,33.54651162790697,47.33228147935655,206.62858553648164,441.45416693183046,1006.3953488372092,1587.8329310226004
22998,23.192307692307693,67.63890238715264,295.2769292051353,457.62308305128914,695.7692307692308,1568.7022361328095
21499,36.111111111111114,41.32210473668157,180.3912210919889,433.1689988697667,1083.3333333333335,1492.187115491279
22153,28.03125,52.45119659448722,228.97515655867238,425.1939065586724,840.9375,1470.2726045392199
35923,35.5,40.80441152620633,178.13123673292117,426.63123673292114,1065.0,1448.5566091803248
22071,24.526315789473685,59.04082243202827,257.7421000371863,429.42631056350206,735.7894736842105,1448.0538554381671
21292,36.0,40.0,174.61958653026298,426.61958653026295,1080.0,1440.0
16216,37.833333333333336,37.699369016502445,164.5762057528366,429.40953908616996,1135.0,1426.2927944576759
22344,30.375,46.763653468418035,204.1462458324914,416.7712458324914,911.25,1420.4459741031978
23078,32.92307692307692,42.66794869868771,186.266488996483,416.7280274580214,987.6923076923076,1404.7601571567952
84945,31.44776119402985,44.20896782125653,192.99379204693793,413.1281204051469,943.4328358208955,1390.2730626774255
85178,21.05263157894737,65.067890770769,284.0532045696999,431.4216256223315,631.578947368421,1369.8503320161894
79321,23.63855421686747,57.93574622430565,252.91790127526244,418.38778079333474,709.156626506024,1369.5172782179238
22343,32.61538461538461,41.357261477557685,180.54469748087737,408.85238978856967,978.4615384615383,1348.8829897295736
22045,35.869565217391305,37.557597400920685,163.95730323047124,415.04425975221034,1076.0869565217392,1347.1746893808506
22338,33.03921568627451,40.71901805511215,177.75845241754993,409.0329622214715,991.1764705882352,1345.3244200561564
22546,23.833333333333332,56.05380818253748,244.70232020703415,411.53565354036743,715.0,1335.9490950171432
85204,31.625,39.96404634168067,174.4626312065137,395.8376312065137,948.75,1263.8629655556513
84755,31.076923076923077,40.52941951414856,176.93076194680484,394.4692234852664,932.3076923076923,1259.5296525935398
22161,31.53846153846154,39.62872566000448,172.9987922367801,393.7680230060109,946.1538461538462,1249.8290400462952
84347,21.669354838709676,57.64423010693294,251.64529067819916,403.3307745491669,650.0806451612902,1249.1132765913612
23498,18.453488372093023,67.37300157057925,294.1161419389326,423.29056054358375,553.6046511627907,1243.2669010756892
22646,26.914893617021278,46.04526590745716,201.01013236090455,389.4143876800535,807.4468085106383,1239.303433466666
22346,27.88888888888889,44.39156576548197,193.79092148498597,389.0131437072082,836.6666666666666,1238.0314452373304
84827,35.5,34.64823227814083,151.2564998603366,399.7564998603366,1065.0,1230.0122458739995
22540,29.363636363636363,41.625167212331355,181.714237196759,387.25969174221353,880.9090909090909,1222.266273598457
22147,34.666666666666664,34.53018003621373,150.74114401847956,393.4078106851462,1040.0,1197.046241255409
21643,35.333333333333336,33.605555096342826,146.70470340108392,394.03803673441723,1060.0,1187.39628007078
23310,43.65384615384615,26.84515117818838,117.19222997694142,422.7691530538645,1309.6153846153845,1171.8940995093774
22804,19.256410256410255,60.61427569767355,264.6109940039781,399.40586579884985,577.6923076923076,1167.2133602295598
23076,31.0,37.595131857648,164.12115951333027,381.12115951333027,930.0,1165.449087587088
21987,22.25,52.16448344739295,227.72351327871263,383.47351327871263,667.5,1160.6597567044932
22155,23.275862068965516,49.68752110635608,216.91035978264034,379.84139426539895,698.2758620689655,1156.5198878203569
22065,29.596774193548388,39.02099463379259,170.3457487238118,377.52316807865054,887.9032258064516,1154.8955669840227
23176,18.181818181818183,63.16617265566568,275.7512737957886,403.0240010685159,545.4545454545455,1148.475866466649
23215,19.43243243243243,59.08018258963101,257.9139263983452,393.94095342537224,582.9729729729729,1148.0716562687755
22988,22.88888888888889,50.09138114133473,218.67340659074205,378.8956288129643,686.6666666666666,1146.5360572349948
22295,21.75,52.67067495295651,229.93328706387862,382.18328706387865,652.5,1145.587180226804
16054,45.0,25.45584412271571,111.12722438718605,426.12722438718606,1350.0,1145.512985522207
22489,24.68,45.76311677697289,199.7784132482787,372.5384132482787,740.4,1129.433722055691
22470,13.922222222222222,79.85143899525534,348.5906315299501,446.04618708550566,417.6666666666667,1111.709478456166
79191C,24.444444444444443,45.43707492541501,198.35508091551372,369.4661920266248,733.3333333333333,1110.684053732367
22070,21.0,52.720286147066496,230.14986421894758,377.1498642189476,630.0,1107.1260090883964
23077,31.666666666666668,34.600218803396864,151.04689753264478,372.71356419931146,950.0,1095.6735954409007
21497,31.48148148148148,33.67876570272817,147.02430354649985,367.39467391687026,944.4444444444445,1060.2574387895907
23552,16.796116504854368,62.228761905569186,271.65901685601676,389.23183238999735,503.88349514563106,1045.2015349187834
21326,28.62,36.268212877203126,158.32850842021924,358.66850842021927,858.6,1037.9962525455535
84988,17.642857142857142,58.165290837414865,253.91997591104695,377.41997591104695,529.2857142857142,1026.201916917248
84947,28.574468085106382,35.80972947753716,156.32700387820273,356.3482804739474,857.2340425531914,1023.2439720921789
71477,23.620689655172413,43.29532513405344,189.00529434004287,354.35012192624976,708.6206896551723,1022.6654385112623
21988,21.333333333333332,47.79220896856766,208.63639423648027,357.9697275698136,640.0,1019.5671246627767
22578,24.99468085106383,40.34563204401796,176.12843964571363,351.09120560316046,749.8404255319149,1008.426196674683
23691,32.03125,31.26007901977506,136.46555183341172,360.6843018334117,960.9375,1001.2994061021699
22814,23.3,42.55989243929599,185.7947705130583,348.8947705130583,699.0,991.6454938355967
22741,54.857142857142854,17.430552940861507,76.09289868817739,460.0928986881774,1645.7142857142856,956.1903327558312
22178,26.25,36.10910987676038,157.6339459163933,341.38394591639326,787.5,947.86413426496
21403,33.375,28.025180004519406,122.3436336206343,355.9686336206343,1001.25,935.3403826508352
22792,26.375,35.38976524181769,154.49365434823193,339.1186543482319,791.25,933.4050582529417
21773,22.6,41.28316848305129,180.22124527924004,338.42124527924005,678.0,932.9996077169592
84949,24.209302325581394,38.27566561241084,167.09202258524465,336.5571388643144,726.2790697674418,926.6271605237135
23203,18.0,51.39895205864875,224.38159391425137,350.38159391425137,540.0,925.1811370556776
22438,22.607142857142858,40.267935305359444,175.78925533623112,334.0392553362311,678.2142857142858,910.3429660104474
22922,23.0,39.33736863884735,171.72687617260146,332.72687617260146,690.0,904.7594786934891
85038,20.0,44.09459528483432,192.4944999214263,332.49449992142627,600.0,881.8919056966864
23568,22.76923076923077,37.84431671588625,165.20897343620942,324.59358882082483,683.0769230769231,861.6859806078716
84997C,16.606060606060606,51.61088753471706,225.3067960443049,341.5492202867291,498.1818181818182,857.0535263340893
22095,17.857142857142858,47.934147949896214,209.25602739228324,334.2560273922833,535.7142857142858,855.9669276767181
21174,20.62857142857143,41.12898342180274,179.54815198813088,323.9481519881309,618.8571428571429,848.432172301188
22311,18.894736842105264,44.17502403551142,192.84561080113582,325.10876869587264,566.8421052631579,834.6754541446631
22952,22.81081081081081,36.35414457678164,158.70364236647532,318.379318042151,684.3243243243243,829.2675141298299
22041,20.26086956521739,40.76118629652964,177.9425374395757,319.76862439609744,607.8260869565217,825.8570788775135
21811,27.228571428571428,30.214999892228942,131.90326970482397,322.503269704824,816.8571428571429,822.7112827798337
72807C,21.0,39.15496279031703,170.9305853263248,317.93058532632483,630.0,822.2542185966577
90058A,45.0,18.0,78.57881393861834,393.57881393861834,1350.0,810.0
22299,38.5,20.99247985651804,91.64245381975137,361.1424538197514,1155.0,808.2104744759446
47421,21.333333333333332,37.815340802378074,165.08247938530604,314.41581271863936,640.0,806.7272704507322
10125,28.666666666666668,28.023799409311604,122.3376066465255,323.0042733131922,860.0,803.348916400266
23497,15.014925373134329,53.503001823540025,233.5668014138616,338.67127902580194,450.44776119402985,803.3435796191234
21181,20.430379746835442,39.006141378487555,170.28090699131198,313.2935652191601,612.9113924050632,796.9102808212521
23201,17.645833333333332,45.13861205493157,197.05214433955237,320.5729776728857,529.375,796.5084252193133
16011,34.90909090909091,22.425229298513518,97.89710669881923,342.26074306245556,1047.2727272727273,782.8443682390173
21650,24.416666666666668,31.531970308167416,137.6524904424181,308.5691571090848,732.5,769.9056083577544
21506,19.272727272727273,39.67939698955297,173.21999740214753,308.12908831123843,578.1818181818182,764.73019652593
90214Y,30.0,25.45584412271571,111.12722438718605,321.12722438718606,900.0,763.6753236814714
21199,30.0,25.45584412271571,111.12722438718605,321.12722438718606,900.0,763.6753236814714
23293,18.75257731958763,40.47813991522539,176.70690138776982,307.9749426248832,562.5773195876288,759.0694485133504
22564,15.54054054054054,48.771915071070346,212.91329109998512,321.6970748837689,466.2162162162162,757.9419234017689
16237,21.771428571428572,34.56629241658081,150.89879224168763,303.29879224168764,653.1428571428571,752.5575663267022
84970S,21.774193548387096,34.264373798859324,149.58076963687978,302.0001244755895,653.2258064516129,746.0791069106466
16218,24.5,30.226000580809746,131.95129309711214,303.45129309711217,735.0,740.5370142298387
21819,23.152542372881356,31.859504920348737,139.0823394062544,301.15013601642386,694.5762711864406,737.6285376473962
23194,13.344827586206897,55.25349107397713,241.20854414228654,334.6223372457348,400.3448275862069,737.3483119182465
22469,13.097345132743364,56.177487325212965,245.2422402259444,336.92365615514797,392.9203539823009,735.77594018863
22310,17.166666666666668,42.06020216381046,183.61337778059638,303.78004444726304,515.0,722.0334704787463
22457,12.530434782608696,57.49314554707391,250.9857325938569,338.69877607211777,375.9130434782609,720.4141107246392
22096,15.869565217391305,45.166665451239474,197.17461115115378,308.2615676728929,476.0869565217391,716.7753430305395
22629,17.860759493670887,40.00440173768548,174.63880227062927,299.66411872632546,535.8227848101266,714.5089981249901
22791,21.82758620689655,32.44814374764566,141.65203612221057,294.44513957048645,654.8275862068965,708.264654905507
22577,23.39779005524862,30.1902632497468,131.79528214776448,295.57981253450487,701.9337016574586,706.3854412302636
21703,16.88,41.742475797612734,182.22634661321612,300.3863466132161,506.4,704.6129914637029
23308,13.78,50.88854969240054,222.15343766029306,318.6134376602931,413.4,701.2442147612794
22386,17.481012658227847,39.79945263104264,173.74409906408633,296.11118767168125,524.4303797468355,695.734735233796
22597,24.733333333333334,28.014931083912444,122.29889206366506,295.4322253969984,742.0,692.9026288087678
82578,14.0,49.46716082412654,215.94837924837498,313.948379248375,420.0,692.5402515377715
21500,32.35294117647059,21.221867190679138,92.64384185591362,319.11443009120774,970.5882352941176,686.5898208749132
23374,20.393939393939394,33.54841594056584,146.45526300717225,289.21283876474797,611.8181818181819,684.18436145457
22923,20.454545454545453,33.1884426762198,144.8838034426209,288.0656216244391,613.6363636363636,678.854509286314
23166,25.161290322580644,26.70966962755068,116.60078666807057,292.72981892613507,754.8387096774193,672.0497519190171
22608,43.714285714285715,15.329351290547521,66.92012460331404,372.92012460331404,1311.4285714285716,670.1116421296488
22491,18.0,37.02182308605811,161.61838599710032,287.6183859971003,540.0,666.3928155490461
23302,14.581395348837209,45.49789767939547,198.6206020193062,300.69036946116665,437.44186046511624,663.4228336042083
22924,19.636363636363637,33.41638139377969,145.87886755798456,283.33341301253006,589.0909090909091,656.1762164596739
23225,20.571428571428573,31.86937625459813,139.12543261388265,283.12543261388265,617.1428571428572,655.5985972374473
22915,24.84,26.37498815165611,115.13973814456938,289.0197381445694,745.2,655.1547056871378
85123A,17.17117117117117,37.930007909037094,165.58305745414154,285.7812556523397,515.1351351351351,651.3026583299522
22973,20.333333333333332,31.941352507368876,139.4396442013533,281.7729775346866,610.0,649.4741676498338
22339,20.866666666666667,31.103207612873685,135.78073132812327,281.84739799478996,626.0,649.0202655219642
22219,14.333333333333334,45.267237678231965,197.61365816850017,297.9469915018335,430.0,648.8304067213248
22599,22.96551724137931,27.969987433753612,122.10269102346767,282.86131171312286,688.9655172413793,642.3452286510312
84997D,12.927272727272728,49.51275725823731,216.14743001016691,306.638339101076,387.8181818181818,640.064916556486
23307,15.106666666666667,42.22832830827798,184.34733072639253,290.0939973930592,453.20000000000005,637.9292796437194
23501,18.511627906976745,34.130960733916574,148.99835628092882,278.57975162976606,555.3488372093024,631.8196452138975
21386,20.8,30.094850057775666,131.3787568444762,276.97875684447615,624.0,625.9728812017339
35953,35.93023255813954,17.404700170927022,75.98003868826186,327.4916665952386,1077.906976744186,625.3549247460988
84029E,13.134831460674157,47.19090605076074,206.01141256430813,297.95523278902726,394.0449438202247,619.8445974532506
22712,21.285714285714285,29.080803319253782,126.95194628939987,275.95194628939987,638.5714285714286,619.0056706526876
90058B,42.0,14.696938456699069,64.15933291423781,358.1593329142378,1260.0,617.2714151813609
22356,16.413793103448278,37.27283686300375,162.71418404569147,277.6107357698294,492.4137931034483,611.7886326479236
22545,20.1,30.39901314187683,132.70657764406405,273.4065776440641,603.0,611.0201641517243
84991,16.930555555555557,36.0345399206462,157.30841154378737,275.8223004326763,507.91666666666674,610.0847800453851
47480,17.428571428571427,34.83703557450099,152.08071869898563,274.0807186989856,522.8571428571428,607.1597628698743
21705,22.317073170731707,26.99762862214962,117.85786868243399,274.0773808775559,669.5121951219512,602.5080533967537
82583,16.0,37.55051020061553,163.92636413079765,275.92636413079765,480.0,600.8081632098484
85099C,19.39189189189189,30.969634959463097,135.1976212903656,270.9408645336088,581.7567567567568,600.559813065264
22610,42.54545454545455,14.100290132411526,61.55467082196119,359.372852640143,1276.3636363636365,599.9032529062358
23566,18.77777777777778,31.796328969673723,138.8065454466162,270.25098989106067,563.3333333333334,597.064399541651
21313,19.125,30.936224721190527,135.05176924053976,268.9267692405398,573.75,591.6552977927688
20713,16.170212765957448,36.35472527682952,158.70617740653176,271.8976667682339,485.10638297872345,587.8636427742646
22727,10.94890510948905,53.46512348194343,233.4014439051604,310.04377967158376,328.4671532846715,585.3845636709134
22951,16.044444444444444,36.43110281785678,159.03960277239125,271.35071388350235,481.3333333333333,584.5168052109466
72741,23.97222222222222,24.358613743233896,106.3372765073471,274.14283206290264,719.1666666666666,583.9301016780792
21592,14.590909090909092,39.99191351827451,174.58428507787823,276.72064871424186,437.72727272727275,583.5183745166418
17003,27.91304347826087,20.900639104483037,91.24152396607685,286.63282831390296,837.3913043478261,583.4004480468744
23380,19.26086956521739,29.860611622708163,130.3561913774516,265.1822783339734,577.8260869565217,575.1413456025963
22530,18.13157894736842,31.539054342051795,137.6834157191145,264.6044683506934,543.9473684210526,571.8528537282549
22422,18.029411764705884,31.711278267210602,138.43525748416073,264.64113983710195,540.8823529411766,571.7356934647089
20973,14.361702127659575,39.72725590306655,173.42892499438574,273.96083988800274,430.8510638297872,570.5510156291473
22759,17.78125,31.976538148077942,139.5932467521638,264.0619967521638,533.4375,568.5828189455109
22570,20.5,27.577164466275352,120.38782641945156,263.8878264194516,615.0,565.3318715586447
21891,14.597222222222221,38.654722839635994,168.74679299247876,270.9273485480343,437.91666666666663,564.2515792285753
22417,14.717948717948717,38.28490751000886,167.13236799367766,270.1580090193187,441.5384615384615,563.4753054037201
23204,17.528301886792452,31.70816673107377,138.42167410531854,261.1197873128657,525.8490566037735,555.79031873901
21977,17.817073170731707,30.974751983893523,135.21995960762325,259.9394718027452,534.5121951219512,551.879422542298
23186,28.0,19.611613513818405,85.6142960743572,281.6142960743572,840.0,549.1251783869153
22609,37.44827586206897,14.654560984057762,63.97433449546725,326.11226552995004,1123.448275862069,548.788042368508
16219,28.555555555555557,19.079511990032078,83.2914123724649,283.1803012613538,856.6666666666667,544.8260646042494
22464,16.844444444444445,31.58678920886472,137.89180178676324,255.80291289787436,505.33333333333337,532.0619160070991
21108,22.594594594594593,23.531918818023595,102.72834835667487,260.890510518837,677.8378378378378,531.6941657261547
51014C,20.22222222222222,26.205303828003004,114.39898298364506,255.9545385392006,606.6666666666666,529.9294774107274
21245,16.125,32.67781029558569,142.65464306323858,255.52964306323858,483.75,526.9296910163192
20992,17.0625,30.676434779707545,133.91765893637776,253.35515893637776,511.875,523.41666842876
22189,10.933333333333334,47.811371792987416,208.72004934840353,285.25338268173687,328.0,522.7376649366624
84826,20.6,25.274493071078595,110.33553824584352,254.53553824584355,618.0,520.6545572642191
21175,15.044943820224718,34.14771059554743,149.0714776287393,254.38608437031235,451.34831460674155,513.7503874993034
21671,18.85,26.925384227332277,117.54248652363067,249.4924865236307,565.5,507.54349268521344
72598,19.083333333333332,26.5105753626851,115.73164271278621,249.3149760461195,572.5,505.91014650457396
85199L,20.714285714285715,24.26049110326146,105.908923136816,250.908923136816,621.4285714285714,502.5387442818446
21197,24.0,20.784609690826528,90.73499876012563,258.7349987601256,720.0,498.8306325798367
22393,20.076923076923077,24.713227020030992,107.88533710165838,248.4237986401199,602.3076923076923,496.1655578636991
17091J,20.466666666666665,23.76031104494175,103.72539226245422,246.99205892912087,614.0,486.2943660531411
22584,14.666666666666666,32.81857436771761,143.2691471650884,245.93581383175507,440.0,481.3390907265249
21242,16.333333333333332,29.3157255531205,127.97749687301418,242.3108302063475,489.99999999999994,478.8235173676348
84992,13.887323943661972,34.29725074187004,149.72429359175254,246.93556119738633,416.61971830985914,476.2970314293501
84946,19.51127819548872,24.38815427227704,106.46623538153207,243.0451827499531,585.3383458646616,475.84406268089407
22165,13.066666666666666,36.366127620290264,158.75595421904654,250.2226208857132,392.0,475.18406757179275
22154,22.90909090909091,20.556013302079375,89.73706358799217,250.10069995162854,687.2727272727273,470.9195774658184
85194S,22.428571428571427,20.7593925959403,90.62491379306245,247.62491379306243,672.8571428571428,465.6035196518039
51014A,21.125,21.910292043601274,95.64915343527413,243.52415343527412,633.75,462.8549194210769
82551,12.757575757575758,36.22760541271523,158.15123695374626,247.45426725677657,382.72727272727275,462.1764205682761
22585,15.613636363636363,29.501451213095383,128.78828032183603,238.08373486729056,468.4090909090909,460.62493144083015
22097,11.633333333333333,39.56180963516704,172.70667102204607,254.1400043553794,349.0,460.23571875577653
20893,16.0,28.6705423736629,125.160956372185,237.160956372185,480.0,458.7286779786064
21588,12.725,35.95509129099229,156.96157937227335,246.03657937227337,381.75,457.5285366778769
72799E,13.470588235294118,33.959751263552455,148.25094310780264,242.54506075486148,404.11764705882354,457.45782584432425
23205,14.319148936170214,31.84480462914854,139.01816543697308,239.25220799016458,429.5744680851064,455.99050032802063
22811,15.857142857142858,28.54520224886437,124.61378535298573,235.61378535298573,475.7142857142857,452.6453499462779
84661C,16.666666666666668,27.135462651912412,118.45958171460846,235.12624838127513,500.00000000000006,452.2577108652069
72225C,32.0,13.856406460551018,60.48999917341708,284.48999917341706,960.0,443.40500673763256
37340,20.75,21.21825359718103,92.62806675085041,237.8780667508504,622.5,440.2787621415064
22064,19.7,22.291408581597622,97.31291374239332,235.2129137423933,591.0,439.14074905747316
22151,21.048780487804876,20.656658998386206,90.1764313348709,237.51789474950502,631.4634146341463,434.7974808684706
21731,16.4375,26.112294315406587,113.99295091782085,229.05545091782085,493.125,429.2208378094958
23483,21.857142857142858,19.610492818168254,85.60940368908079,238.6094036890808,655.7142857142858,428.62934302567754
23217,14.304347826086957,29.889850485663793,130.4838333314498,230.61426811405852,429.1304347826087,427.5548178166691
85099F,13.545454545454545,31.510620303624485,137.55928721827544,232.37746903645726,406.3636363636364,426.8256750218226
20724,14.322916666666666,29.568295535542678,129.08008852052708,229.34050518719374,429.6875,423.5042329309498
21648,19.75,21.26617031813674,92.83724670087973,231.08724670087975,592.5,420.00686378320063
22686,15.0,27.924899283614256,121.90585917009896,226.90585917009895,450.0,418.87348925421384
90087,18.75,22.20172665957913,96.9214082388406,228.1714082388406,562.5,416.2823748671087
22758,13.536585365853659,30.562311398989124,133.4194544975156,228.17555205849123,406.0975609756098,413.70933723021864
17021,28.8,14.324803663575986,62.53478232152088,264.1347823215209,864.0,412.5543455109884
22644,16.318181818181817,25.243716903993434,110.20118520655859,224.4284579338313,489.5454545454545,411.93156220607466
22027,16.8,24.47433560790315,106.84245911137351,224.44245911137352,504.0,411.1688382127729
47593B,16.05263157894737,25.522264102392654,111.41718012189946,223.78560117453105,481.5789473684211,409.69950269630317
84804B,24.0,16.97056274847714,74.08481625812402,242.08481625812402,720.0,407.29350596345137
84849D,14.333333333333334,28.260691192302193,123.37175527648134,223.70508860981468,430.0,405.0699070896648
22543,18.714285714285715,21.51522163271301,93.92447764028289,224.92447764028287,561.4285714285714,402.6420048407721
22421,15.428571428571429,25.626127540040315,111.87059488534062,219.8705948853406,462.8571428571429,395.37453918919346
21112,15.25,25.863423336183992,112.90650723054009,219.6565072305401,457.5,394.4172058768059
21080,13.414285714285715,29.26861744042082,127.77184689396817,221.67184689396817,402.42857142857144,392.6175968079307
16169E,28.431818181818183,13.794838480763717,60.221224794068036,259.2439520667953,852.9545454545455,392.212339532623
22742,13.090909090909092,29.90128057603186,130.53373127280167,222.1700949091653,392.72727272727275,391.4349457225989
22594,15.916666666666666,24.58614592465788,107.33056589341173,218.74723256007837,477.5,391.3294893008046
21354,17.0,22.82104292095346,99.62502697615695,218.62502697615696,510.0,387.9577296562088
